,intersection_id,tollgate_id,time_window,avg_travel_time,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,hours,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,A,B,C,1,2,3
658,B,1,2016/7/28 03:00,222.84,1001.5,1006.3,206.0,1.4,36.7,55.0,0.0,3,0,0,1,0,0,0,0,0,1,0,1,0,0
659,B,1,2016/7/28 06:00,368.31,1000.3,1005.0,202.0,3.3,38.6,43.0,0.0,6,0,0,1,0,0,0,0,0,1,0,1,0,0
660,B,1,2016/7/28 09:00,241.63,999.7,1004.5,128.0,2.0,38.0,44.0,0.0,9,0,0,1,0,0,0,0,0,1,0,1,0,0
661,B,1,2016/7/28 12:00,662.7,1000.4,1005.2,135.0,1.7,34.7,54.0,0.0,12,0,0,1,0,0,0,0,0,1,0,1,0,0
662,B,1,2016/7/28 15:00,305.51,1001.5,1006.2,169.0,1.8,33.5,58.0,0.0,15,0,0,1,0,0,0,0,0,1,0,1,0,0
663,B,1,2016/7/28 18:00,526.62,1001.3,1006.0,228.0,2.7,30.7,70.0,0.0,18,0,0,1,0,0,0,0,0,1,0,1,0,0
664,B,1,2016/7/28 21:00,458.77,1001.4,1006.2,220.0,1.8,29.6,72.0,0.0,21,0,0,1,0,0,0,0,0,1,0,1,0,0
665,B,1,2016/7/29 00:00,82.19,1002.9,1007.7,216.0,2.4,31.9,65.0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
666,B,1,2016/7/29 03:00,800.44,1002.7,1007.4,300.0,2.3,36.3,49.0,0.0,3,0,0,0,1,0,0,0,0,1,0,1,0,0
667,B,1,2016/7/29 06:00,769.52,1001.0,1005.7,27.0,2.4,38.3,43.0,0.0,6,0,0,0,1,0,0,0,0,1,0,1,0,0
668,B,1,2016/7/29 09:00,673.84,1000.3,1005.1,82.0,5.4,38.0,44.0,0.0,9,0,0,0,1,0,0,0,0,1,0,1,0,0
669,B,1,2016/7/29 12:00,388.31,1001.7,1006.5,98.0,2.3,34.2,57.0,0.0,12,0,0,0,1,0,0,0,0,1,0,1,0,0
670,B,1,2016/7/29 15:00,442.66,1002.2,1007.0,184.0,1.5,32.8,63.0,0.0,15,0,0,0,1,0,0,0,0,1,0,1,0,0
671,B,1,2016/7/29 18:00,383.1,1001.5,1006.2,230.0,0.9,30.9,71.0,0.0,18,0,0,0,1,0,0,0,0,1,0,1,0,0
672,B,1,2016/7/29 21:00,268.65,1002.1,1006.9,222.0,1.5,29.3,77.0,0.0,21,0,0,0,1,0,0,0,0,1,0,1,0,0
673,B,1,2016/7/30 00:00,104.15,1003.4,1008.2,213.0,1.0,31.9,66.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
674,B,1,2016/7/30 03:00,0.0,1003.3,1008.1,159.0,1.3,36.3,52.0,0.0,3,0,0,0,0,1,0,0,0,1,0,1,0,0
675,B,1,2016/7/30 06:00,893.64,1002.1,1006.9,50.0,4.0,37.0,47.0,0.0,6,0,0,0,0,1,0,0,0,1,0,1,0,0
676,B,1,2016/7/30 09:00,952.46,1000.6,1005.4,80.0,2.8,36.1,53.0,0.0,9,0,0,0,0,1,0,0,0,1,0,1,0,0
677,B,1,2016/7/30 12:00,932.52,1001.9,1006.7,61.0,2.9,33.1,68.0,0.0,12,0,0,0,0,1,0,0,0,1,0,1,0,0
678,B,1,2016/7/30 15:00,313.38,1003.0,1007.8,57.0,1.9,31.8,71.0,0.0,15,0,0,0,0,1,0,0,0,1,0,1,0,0
679,B,1,2016/7/30 18:00,281.9,1002.7,1007.5,162.0,2.4,30.7,68.0,0.0,18,0,0,0,0,1,0,0,0,1,0,1,0,0
680,B,1,2016/7/30 21:00,283.37,1002.5,1007.3,125.0,1.9,29.5,68.0,0.0,21,0,0,0,0,1,0,0,0,1,0,1,0,0
681,B,1,2016/7/31 00:00,133.4,1003.9,1008.7,161.0,3.4,31.2,63.0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
682,B,1,2016/7/31 03:00,225.82,1003.7,1008.5,105.0,1.0,34.8,50.0,0.0,3,0,0,0,0,0,1,0,0,1,0,1,0,0
683,B,1,2016/7/31 06:00,791.09,1002.0,1006.8,39.0,3.4,35.8,49.0,0.0,6,0,0,0,0,0,1,0,0,1,0,1,0,0
684,B,1,2016/7/31 09:00,1013.27,1000.8,1005.6,81.0,4.9,34.4,60.0,0.0,9,0,0,0,0,0,1,0,0,1,0,1,0,0
685,B,1,2016/7/31 12:00,914.64,1002.1,1006.9,64.0,4.4,31.7,65.0,0.0,12,0,0,0,0,0,1,0,0,1,0,1,0,0
686,B,1,2016/7/31 15:00,658.69,1003.2,1008.0,126.0,1.9,30.4,65.0,0.0,15,0,0,0,0,0,1,0,0,1,0,1,0,0
687,B,1,2016/7/31 18:00,570.6,1002.2,1007.0,115.0,1.9,29.2,70.0,0.0,18,0,0,0,0,0,1,0,0,1,0,1,0,0
688,B,1,2016/7/31 21:00,163.84,1002.8,1007.6,116.0,0.9,28.2,72.0,0.0,21,0,0,0,0,0,1,0,0,1,0,1,0,0
689,B,1,2016/8/1 00:00,254.72,1003.5,1008.3,102.0,1.8,31.7,61.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
690,B,1,2016/8/1 03:00,93.54,1002.4,1007.2,151.0,1.7,33.7,56.0,0.0,3,0,0,0,0,0,0,1,0,1,0,1,0,0
691,B,1,2016/8/1 06:00,548.43,1001.1,1005.9,65.0,2.5,34.4,56.0,0.0,6,0,0,0,0,0,0,1,0,1,0,1,0,0
692,B,1,2016/8/1 09:00,697.48,1000.1,1004.9,80.0,2.1,34.5,59.0,0.0,9,0,0,0,0,0,0,1,0,1,0,1,0,0
693,B,1,2016/8/1 12:00,831.4,1000.9,1005.7,57.0,2.0,31.0,77.0,0.0,12,0,0,0,0,0,0,1,0,1,0,1,0,0
694,B,1,2016/8/1 15:00,378.94,1001.8,1006.6,125.0,1.4,30.9,76.0,0.0,15,0,0,0,0,0,0,1,0,1,0,1,0,0
695,B,1,2016/8/1 18:00,510.81,1001.2,1006.0,177.0,2.5,30.3,69.0,0.0,18,0,0,0,0,0,0,1,0,1,0,1,0,0
696,B,1,2016/8/1 21:00,147.6,1000.9,1005.7,172.0,1.4,29.2,73.0,0.0,21,0,0,0,0,0,0,1,0,1,0,1,0,0
697,B,1,2016/8/2 00:00,0.0,1001.9,1006.7,195.0,1.7,30.8,65.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
698,B,1,2016/8/2 03:00,291.24,1001.8,1006.6,175.0,3.0,34.9,53.0,0.0,3,1,0,0,0,0,0,0,0,1,0,1,0,0
699,B,1,2016/8/2 06:00,710.69,999.5,1004.3,216.0,2.8,37.3,44.0,0.0,6,1,0,0,0,0,0,0,0,1,0,1,0,0
700,B,1,2016/8/2 09:00,816.29,998.0,1002.8,51.0,1.7,34.8,56.0,0.0,9,1,0,0,0,0,0,0,0,1,0,1,0,0
701,B,1,2016/8/2 12:00,560.38,1000.1,1004.9,88.0,2.3,30.9,70.0,0.0,12,1,0,0,0,0,0,0,0,1,0,1,0,0
702,B,1,2016/8/2 15:00,596.71,1003.1,1007.9,310.0,3.1,24.5,94.0,4.8,15,1,0,0,0,0,0,0,0,1,0,1,0,0
703,B,1,2016/8/2 18:00,129.17,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,18,1,0,0,0,0,0,0,0,1,0,1,0,0
704,B,1,2016/8/2 21:00,474.32,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,21,1,0,0,0,0,0,0,0,1,0,1,0,0
705,B,1,2016/8/3 00:00,245.06,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
706,B,1,2016/8/3 03:00,0.0,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,0,1,0,0,0,0,0,0,1,0,1,0,0
707,B,1,2016/8/3 06:00,396.43,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,6,0,1,0,0,0,0,0,0,1,0,1,0,0
708,B,1,2016/8/3 09:00,415.5,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,9,0,1,0,0,0,0,0,0,1,0,1,0,0
709,B,1,2016/8/3 12:00,696.03,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,12,0,1,0,0,0,0,0,0,1,0,1,0,0
710,B,1,2016/8/3 15:00,426.25,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,15,0,1,0,0,0,0,0,0,1,0,1,0,0
711,B,1,2016/8/3 18:00,284.48,1002.8,1007.6,226.0,1.8,26.0,85.0,0.0,18,0,1,0,0,0,0,0,0,1,0,1,0,0
712,B,1,2016/8/3 21:00,245.95,1003.5,1008.3,999017.0,0.0,25.6,89.0,0.0,21,0,1,0,0,0,0,0,0,1,0,1,0,0
713,B,1,2016/8/4 00:00,95.71,1004.5,1009.3,223.0,2.5,28.4,79.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
714,B,1,2016/8/4 03:00,132.03,1004.3,1009.1,207.0,2.0,31.7,66.0,0.0,3,0,0,1,0,0,0,0,0,1,0,1,0,0
715,B,1,2016/8/4 06:00,528.76,1002.3,1007.1,302.0,2.3,34.8,53.0,0.0,6,0,0,1,0,0,0,0,0,1,0,1,0,0
716,B,1,2016/8/4 09:00,436.24,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,9,0,0,1,0,0,0,0,0,1,0,1,0,0
717,B,1,2016/8/4 12:00,345.77,1004.3,1009.2,242.0,1.1,26.4,94.0,1.4,12,0,0,1,0,0,0,0,0,1,0,1,0,0
718,B,1,2016/8/4 15:00,493.5,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,15,0,0,1,0,0,0,0,0,1,0,1,0,0
719,B,1,2016/8/4 18:00,430.03,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,18,0,0,1,0,0,0,0,0,1,0,1,0,0
720,B,1,2016/8/4 21:00,216.67,1003.6,1008.5,273.0,0.5,24.9,94.0,0.0,21,0,0,1,0,0,0,0,0,1,0,1,0,0
721,B,1,2016/8/5 00:00,0.0,1004.5,1009.4,200.0,0.6,27.1,87.0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
722,B,1,2016/8/5 03:00,0.0,1003.6,1008.5,280.0,1.9,31.5,70.0,0.0,3,0,0,0,1,0,0,0,0,1,0,1,0,0
723,B,1,2016/8/5 06:00,379.96,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,6,0,0,0,1,0,0,0,0,1,0,1,0,0
724,B,1,2016/8/5 09:00,759.85,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,9,0,0,0,1,0,0,0,0,1,0,1,0,0
725,B,1,2016/8/5 12:00,621.83,1002.0,1006.8,305.0,2.9,29.5,76.0,0.0,12,0,0,0,1,0,0,0,0,1,0,1,0,0
726,B,1,2016/8/5 15:00,468.38,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,15,0,0,0,1,0,0,0,0,1,0,1,0,0
727,B,1,2016/8/5 18:00,286.63,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,18,0,0,0,1,0,0,0,0,1,0,1,0,0
728,B,1,2016/8/5 21:00,414.32,1001.1,1005.9,295.0,1.9,27.3,89.0,0.0,21,0,0,0,1,0,0,0,0,1,0,1,0,0
729,B,1,2016/8/6 00:00,366.65,1001.4,1006.2,251.0,0.9,29.0,82.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
730,B,1,2016/8/6 03:00,223.94,1000.8,1005.6,290.0,1.7,32.3,65.0,0.0,3,0,0,0,0,1,0,0,0,1,0,1,0,0
731,B,1,2016/8/6 06:00,1173.46,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,6,0,0,0,0,1,0,0,0,1,0,1,0,0
732,B,1,2016/8/6 09:00,312.41,998.5,1003.3,96.0,1.7,30.3,77.0,0.0,9,0,0,0,0,1,0,0,0,1,0,1,0,0
733,B,1,2016/8/6 12:00,501.16,999.2,1004.0,82.0,1.6,29.7,81.0,0.0,12,0,0,0,0,1,0,0,0,1,0,1,0,0
734,B,1,2016/8/6 15:00,558.4,999.7,1004.5,103.0,1.8,28.6,79.0,0.0,15,0,0,0,0,1,0,0,0,1,0,1,0,0
735,B,1,2016/8/6 18:00,656.79,998.7,1003.5,111.0,1.4,27.7,81.0,0.0,18,0,0,0,0,1,0,0,0,1,0,1,0,0
736,B,1,2016/8/6 21:00,0.0,998.9,1003.7,110.0,1.0,26.9,88.0,0.0,21,0,0,0,0,1,0,0,0,1,0,1,0,0
737,B,1,2016/8/7 00:00,267.38,999.6,1004.4,170.0,2.9,29.4,73.0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
738,B,1,2016/8/7 03:00,80.15,999.2,1004.0,109.0,1.5,33.5,57.0,0.0,3,0,0,0,0,0,1,0,0,1,0,1,0,0
739,B,1,2016/8/7 06:00,646.48,997.7,1002.5,92.0,3.9,34.9,53.0,0.0,6,0,0,0,0,0,1,0,0,1,0,1,0,0
740,B,1,2016/8/7 09:00,837.75,997.1,1001.9,78.0,6.5,32.7,62.0,0.0,9,0,0,0,0,0,1,0,0,1,0,1,0,0
741,B,1,2016/8/7 12:00,588.19,998.9,1003.7,72.0,3.3,30.5,69.0,0.0,12,0,0,0,0,0,1,0,0,1,0,1,0,0
742,B,1,2016/8/7 15:00,119.69,1000.0,1004.8,95.0,4.0,29.5,66.0,0.0,15,0,0,0,0,0,1,0,0,1,0,1,0,0
743,B,1,2016/8/7 18:00,537.46,999.4,1004.2,85.0,1.6,27.8,74.0,0.0,18,0,0,0,0,0,1,0,0,1,0,1,0,0
744,B,1,2016/8/7 21:00,185.7,999.6,1004.4,88.0,1.9,27.0,80.0,0.0,21,0,0,0,0,0,1,0,0,1,0,1,0,0
745,B,1,2016/8/8 00:00,138.73,999.9,1004.7,67.0,2.4,30.1,67.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
746,B,1,2016/8/8 03:00,125.2,1000.1,1004.9,107.0,2.1,32.7,60.0,0.0,3,0,0,0,0,0,0,1,0,1,0,1,0,0
747,B,1,2016/8/8 06:00,562.93,998.3,1003.1,86.0,4.1,34.7,50.0,0.0,6,0,0,0,0,0,0,1,0,1,0,1,0,0
748,B,1,2016/8/8 09:00,710.57,998.0,1002.8,63.0,4.9,32.7,55.0,0.0,9,0,0,0,0,0,0,1,0,1,0,1,0,0
749,B,1,2016/8/8 12:00,850.63,999.7,1004.5,83.0,1.9,29.8,75.0,0.0,12,0,0,0,0,0,0,1,0,1,0,1,0,0
750,B,1,2016/8/8 15:00,171.72,1000.5,1005.3,98.0,4.1,28.9,75.0,0.0,15,0,0,0,0,0,0,1,0,1,0,1,0,0
751,B,1,2016/8/8 18:00,315.91,999.7,1004.5,112.0,1.2,28.1,77.0,0.0,18,0,0,0,0,0,0,1,0,1,0,1,0,0
752,B,1,2016/8/8 21:00,115.0,999.8,1004.6,290.0,1.1,25.1,95.0,0.7,21,0,0,0,0,0,0,1,0,1,0,1,0,0
753,B,1,2016/8/9 00:00,123.0,1000.6,1005.5,18.0,1.0,25.4,95.0,14.2,0,1,0,0,0,0,0,0,0,1,0,1,0,0
754,B,1,2016/8/9 03:00,350.73,999.9,1004.7,292.0,1.5,27.4,93.0,2.4,3,1,0,0,0,0,0,0,0,1,0,1,0,0
755,B,1,2016/8/9 06:00,820.18,998.4,1003.2,59.0,2.0,31.7,70.0,0.0,6,1,0,0,0,0,0,0,0,1,0,1,0,0
756,B,1,2016/8/9 09:00,845.83,998.1,1003.0,59.0,3.2,28.6,88.0,2.7,9,1,0,0,0,0,0,0,0,1,0,1,0,0
757,B,1,2016/8/9 12:00,817.74,999.7,1004.6,70.0,1.3,28.4,89.0,0.0,12,1,0,0,0,0,0,0,0,1,0,1,0,0
758,B,1,2016/8/9 15:00,649.95,1000.7,1005.6,93.0,2.1,28.2,89.0,0.0,15,1,0,0,0,0,0,0,0,1,0,1,0,0
759,B,1,2016/8/9 18:00,134.51,1000.0,1004.8,93.0,1.3,27.9,91.0,0.0,18,1,0,0,0,0,0,0,0,1,0,1,0,0
760,B,1,2016/8/9 21:00,203.45,1000.4,1005.2,80.0,1.6,27.6,91.0,0.0,21,1,0,0,0,0,0,0,0,1,0,1,0,0
761,B,1,2016/8/10 00:00,0.0,1001.5,1006.3,45.0,1.8,28.7,86.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
762,B,1,2016/8/10 03:00,88.24,1001.2,1006.0,133.0,1.9,32.8,66.0,0.0,3,0,1,0,0,0,0,0,0,1,0,1,0,0
763,B,1,2016/8/10 06:00,258.99,1000.0,1004.8,58.0,3.2,33.9,62.0,0.0,6,0,1,0,0,0,0,0,0,1,0,1,0,0
764,B,1,2016/8/10 09:00,291.88,1000.0,1004.8,102.0,4.5,32.3,73.0,0.0,9,0,1,0,0,0,0,0,0,1,0,1,0,0
765,B,1,2016/8/10 12:00,609.2,1001.4,1006.2,69.0,1.7,30.2,84.0,0.0,12,0,1,0,0,0,0,0,0,1,0,1,0,0
766,B,1,2016/8/10 15:00,531.29,1002.6,1007.4,98.0,1.8,29.4,82.0,0.0,15,0,1,0,0,0,0,0,0,1,0,1,0,0
767,B,1,2016/8/10 18:00,232.71,1002.1,1006.9,84.0,1.4,28.0,86.0,0.0,18,0,1,0,0,0,0,0,0,1,0,1,0,0
768,B,1,2016/8/10 21:00,46.5,1002.4,1007.2,107.0,0.8,26.8,92.0,0.0,21,0,1,0,0,0,0,0,0,1,0,1,0,0
769,B,1,2016/8/11 00:00,0.0,1003.7,1008.5,91.0,2.1,30.6,75.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
770,B,1,2016/8/11 03:00,182.0,1003.6,1008.4,58.0,3.6,32.4,64.0,0.0,3,0,0,1,0,0,0,0,0,1,0,1,0,0
771,B,1,2016/8/11 06:00,607.12,1001.5,1006.3,27.0,3.6,34.2,58.0,0.0,6,0,0,1,0,0,0,0,0,1,0,1,0,0
772,B,1,2016/8/11 09:00,623.18,1001.4,1006.2,81.0,3.4,32.7,63.0,0.0,9,0,0,1,0,0,0,0,0,1,0,1,0,0
773,B,1,2016/8/11 12:00,482.68,1002.2,1007.0,73.0,3.0,30.2,79.0,0.0,12,0,0,1,0,0,0,0,0,1,0,1,0,0
774,B,1,2016/8/11 15:00,516.37,1002.7,1007.5,73.0,2.3,29.7,82.0,0.0,15,0,0,1,0,0,0,0,0,1,0,1,0,0
775,B,1,2016/8/11 18:00,178.56,1001.7,1006.5,100.0,1.0,29.0,85.0,0.0,18,0,0,1,0,0,0,0,0,1,0,1,0,0
776,B,1,2016/8/11 21:00,0.0,1001.8,1006.6,88.0,1.5,28.6,88.0,0.0,21,0,0,1,0,0,0,0,0,1,0,1,0,0
777,B,1,2016/8/12 00:00,0.0,1002.3,1007.1,97.0,2.2,31.6,73.0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
778,B,1,2016/8/12 03:00,0.0,1001.6,1006.4,96.0,1.8,32.9,64.0,0.0,3,0,0,0,1,0,0,0,0,1,0,1,0,0
779,B,1,2016/8/12 06:00,774.43,999.9,1004.7,50.0,2.1,34.2,60.0,0.0,6,0,0,0,1,0,0,0,0,1,0,1,0,0
780,B,1,2016/8/12 09:00,767.0,998.8,1003.6,76.0,5.3,33.2,69.0,0.0,9,0,0,0,1,0,0,0,0,1,0,1,0,0
781,B,1,2016/8/12 12:00,876.32,1000.0,1004.8,63.0,3.0,31.1,76.0,0.0,12,0,0,0,1,0,0,0,0,1,0,1,0,0
782,B,1,2016/8/12 15:00,280.86,1000.6,1005.4,81.0,1.5,30.3,74.0,0.0,15,0,0,0,1,0,0,0,0,1,0,1,0,0
783,B,1,2016/8/12 18:00,113.6,999.9,1004.7,244.0,0.7,28.4,83.0,0.0,18,0,0,0,1,0,0,0,0,1,0,1,0,0
784,B,1,2016/8/12 21:00,154.24,1000.2,1005.0,84.0,0.9,27.6,85.0,0.0,21,0,0,0,1,0,0,0,0,1,0,1,0,0
785,B,1,2016/8/13 00:00,119.35,1001.0,1005.8,77.0,2.4,31.9,68.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
786,B,1,2016/8/13 03:00,151.72,1000.8,1005.6,138.0,2.1,33.5,60.0,0.0,3,0,0,0,0,1,0,0,0,1,0,1,0,0
787,B,1,2016/8/13 06:00,593.96,998.7,1003.5,137.0,1.4,35.1,58.0,0.0,6,0,0,0,0,1,0,0,0,1,0,1,0,0
788,B,1,2016/8/13 09:00,61.76,998.1,1002.9,89.0,3.0,33.3,70.0,0.0,9,0,0,0,0,1,0,0,0,1,0,1,0,0
789,B,1,2016/8/13 12:00,376.97,999.1,1003.9,78.0,2.7,31.6,75.0,0.0,12,0,0,0,0,1,0,0,0,1,0,1,0,0
790,B,1,2016/8/13 15:00,167.3,1000.0,1004.8,180.0,1.9,30.2,79.0,0.0,15,0,0,0,0,1,0,0,0,1,0,1,0,0
791,B,1,2016/8/13 18:00,266.45,999.1,1003.9,124.0,1.1,29.2,81.0,0.0,18,0,0,0,0,1,0,0,0,1,0,1,0,0
792,B,1,2016/8/13 21:00,0.0,999.5,1004.3,194.0,1.2,27.9,85.0,0.0,21,0,0,0,0,1,0,0,0,1,0,1,0,0
793,B,1,2016/8/14 00:00,0.0,1000.4,1005.2,120.0,1.2,31.6,68.0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
794,B,1,2016/8/14 03:00,0.0,999.6,1004.4,40.0,1.4,33.7,57.0,0.0,3,0,0,0,0,0,1,0,0,1,0,1,0,0
795,B,1,2016/8/14 06:00,558.23,998.1,1002.9,52.0,3.4,35.2,51.0,0.0,6,0,0,0,0,0,1,0,0,1,0,1,0,0
796,B,1,2016/8/14 09:00,120.58,997.3,1002.1,107.0,1.5,35.3,54.0,0.0,9,0,0,0,0,0,1,0,0,1,0,1,0,0
797,B,1,2016/8/14 12:00,305.63,999.1,1003.9,66.0,2.3,31.2,74.0,0.0,12,0,0,0,0,0,1,0,0,1,0,1,0,0
798,B,1,2016/8/14 15:00,234.52,999.5,1004.3,50.0,1.7,30.7,75.0,0.0,15,0,0,0,0,0,1,0,0,1,0,1,0,0
799,B,1,2016/8/14 18:00,200.49,997.9,1002.7,316.0,1.0,28.8,82.0,0.0,18,0,0,0,0,0,1,0,0,1,0,1,0,0
800,B,1,2016/8/14 21:00,0.0,997.6,1002.4,222.0,1.3,27.6,85.0,0.0,21,0,0,0,0,0,1,0,0,1,0,1,0,0
801,B,1,2016/8/15 00:00,161.44,998.8,1003.6,169.0,2.0,30.6,74.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
802,B,1,2016/8/15 03:00,368.33,998.3,1003.1,176.0,1.5,34.0,63.0,0.0,3,0,0,0,0,0,0,1,0,1,0,1,0,0
803,B,1,2016/8/15 06:00,844.78,996.4,1001.2,94.0,1.5,36.0,52.0,0.0,6,0,0,0,0,0,0,1,0,1,0,1,0,0
804,B,1,2016/8/15 09:00,478.48,996.0,1000.8,74.0,2.6,35.4,56.0,0.0,9,0,0,0,0,0,0,1,0,1,0,1,0,0
805,B,1,2016/8/15 12:00,409.62,997.6,1002.4,95.0,2.4,31.7,73.0,0.0,12,0,0,0,0,0,0,1,0,1,0,1,0,0
806,B,1,2016/8/15 15:00,235.4,997.9,1002.7,60.0,1.7,30.8,77.0,0.0,15,0,0,0,0,0,0,1,0,1,0,1,0,0
807,B,1,2016/8/15 18:00,108.16,997.0,1001.8,296.0,1.9,29.1,84.0,0.0,18,0,0,0,0,0,0,1,0,1,0,1,0,0
808,B,1,2016/8/15 21:00,0.0,997.0,1001.8,285.0,1.8,28.3,90.0,0.0,21,0,0,0,0,0,0,1,0,1,0,1,0,0
809,B,1,2016/8/16 00:00,115.59,998.2,1003.0,356.0,2.0,31.5,74.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
810,B,1,2016/8/16 03:00,100.16,998.2,1003.0,5.0,2.4,33.2,64.0,0.0,3,1,0,0,0,0,0,0,0,1,0,1,0,0
811,B,1,2016/8/16 06:00,728.86,996.7,1001.5,71.0,3.0,35.8,47.0,0.0,6,1,0,0,0,0,0,0,0,1,0,1,0,0
812,B,1,2016/8/16 09:00,552.8,996.0,1000.8,73.0,3.8,35.3,53.0,0.0,9,1,0,0,0,0,0,0,0,1,0,1,0,0
813,B,1,2016/8/16 12:00,480.43,997.1,1001.9,89.0,2.9,32.1,64.0,0.0,12,1,0,0,0,0,0,0,0,1,0,1,0,0
814,B,1,2016/8/16 15:00,391.63,997.8,1002.6,88.0,2.2,30.2,79.0,0.0,15,1,0,0,0,0,0,0,0,1,0,1,0,0
815,B,1,2016/8/16 18:00,114.68,997.3,1002.1,57.0,2.1,29.5,83.0,0.0,18,1,0,0,0,0,0,0,0,1,0,1,0,0
816,B,1,2016/8/16 21:00,155.56,997.5,1002.3,10.0,1.1,29.1,85.0,0.0,21,1,0,0,0,0,0,0,0,1,0,1,0,0
817,B,1,2016/8/17 00:00,160.2,998.2,1003.0,307.0,1.3,29.5,84.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
818,B,1,2016/8/17 03:00,407.12,997.7,1002.5,321.0,1.8,33.3,67.0,0.0,3,0,1,0,0,0,0,0,0,1,0,1,0,0
819,B,1,2016/8/17 06:00,806.72,996.0,1000.8,100.0,2.9,36.0,51.0,0.0,6,0,1,0,0,0,0,0,0,1,0,1,0,0
820,B,1,2016/8/17 09:00,512.33,995.5,1000.3,98.0,3.7,34.6,55.0,0.0,9,0,1,0,0,0,0,0,0,1,0,1,0,0
821,B,1,2016/8/17 12:00,323.04,996.4,1001.2,93.0,2.5,31.7,67.0,0.0,12,0,1,0,0,0,0,0,0,1,0,1,0,0
822,B,1,2016/8/17 15:00,348.87,997.1,1001.9,70.0,1.5,30.7,73.0,0.0,15,0,1,0,0,0,0,0,0,1,0,1,0,0
823,B,1,2016/8/17 18:00,519.1,996.7,1001.5,40.0,1.7,29.6,78.0,0.0,18,0,1,0,0,0,0,0,0,1,0,1,0,0
824,B,1,2016/8/17 21:00,180.57,996.9,1001.7,323.0,1.6,27.9,86.0,0.0,21,0,1,0,0,0,0,0,0,1,0,1,0,0
825,B,1,2016/8/18 00:00,135.24,997.7,1002.5,184.0,2.3,30.6,75.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
826,B,1,2016/8/18 03:00,132.29,997.4,1002.2,130.0,2.3,34.5,56.0,0.0,3,0,0,1,0,0,0,0,0,1,0,1,0,0
827,B,1,2016/8/18 06:00,570.37,995.8,1000.5,212.0,3.1,36.7,46.0,0.0,6,0,0,1,0,0,0,0,0,1,0,1,0,0
828,B,1,2016/8/18 09:00,565.41,995.1,999.9,113.0,4.3,36.5,52.0,0.0,9,0,0,1,0,0,0,0,0,1,0,1,0,0
829,B,1,2016/8/18 12:00,300.37,996.8,1001.6,85.0,2.9,32.5,70.0,0.0,12,0,0,1,0,0,0,0,0,1,0,1,0,0
830,B,1,2016/8/18 15:00,299.11,997.4,1002.2,74.0,1.8,31.6,75.0,0.0,15,0,0,1,0,0,0,0,0,1,0,1,0,0
831,B,1,2016/8/18 18:00,242.76,997.3,1002.0,210.0,0.4,29.9,83.0,0.0,18,0,0,1,0,0,0,0,0,1,0,1,0,0
832,B,1,2016/8/18 21:00,136.28,997.2,1002.0,241.0,1.6,28.9,88.0,0.0,21,0,0,1,0,0,0,0,0,1,0,1,0,0
833,B,1,2016/8/19 00:00,0.0,998.5,1003.3,186.0,2.0,31.0,80.0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
